	gene	str	chr	promoter_start	promoter_end
7619	TMEM140	-1	chr1	47927316	47929316
7620	JDP2	1	chr5	38457490	38459490
7621	KCNN2	-1	chrZ	73543841	73545841
7622	RBMS2	-1	chr33	6919982	6921982
7623	STOX2	-1	chr4	39740111	39742111
7624		1	chr1	109357680	109359680
7625	PROC	1	chr9	1445044	1447044
7626	HERPUD1	1	chr11	613983	615983
7627	PBLD	-1	chr6	11282106	11284106
7628	MSX2	1	chr13	10512512	10514512
7629	ENOX1	-1	chr1	168408299	168410299
7630	LCA5L	-1	chr1	109354590	109356590
7631	LLGL1	1	chr14	5453110	5455110
7632	PARVG	1	chr1	69174885	69176885
7633	CCNC	1	chr3	71403147	71405147
7634	FOS	1	chr5	38428792	38430792
7635	LRP2	1	chr7	18734748	18736748
7636	ATOH7	-1	chr6	11255998	11257998
7637	PARD6A	-1	chr11	614453	616453
7638	DEPDC1	-1	chr8	29143643	29145643
7639	XYLB	-1	chr2	6255970	6257970
7640	PRDM13	-1	chr3	71392382	71394382
7641	ARHGAP40	-1	chr20	3734407	3736407
7642	CPA2	1	chr1	1582920	1584920
7643	ATP5A1Z	1	chrZ	2149247	2151247
7644	DGKD	1	chr9	1385810	1387810
7645		1	chr3	71270211	71272211
7646	ISCA1	-1	chrZ	40839365	40841365
7647	ZW10	1	chr24	5488619	5490619
7648	RGS8	1	chr8	5958766	5960766
7649	STRA6	1	chr10	3040693	3042693
7650	ENKD1	1	chr11	599660	601660
7651	ALKBH5	1	chr14	5434663	5436663
7652	ANAPC7	1	chr15	5581593	5583593
7653	ADRB1	1	chr6	28604239	28606239
7654	ENPP6	1	chr4	39575143	39577143
7655	MAP2K6	1	chr18	7976388	7978388
7656	MYPN	1	chr6	11196642	11198642
7657	GOLM1	-1	chrZ	40804385	40806385
7658	WDR91	1	chr1	47902970	47904970
7659		1	chr14	5431228	5433228
7660	TMED10	-1	chr5	38412344	38414344
7661	SIM1	1	chr3	70957453	70959453
7662	DARS2	1	chr8	5932399	5934399
7663		1	chr14	5413181	5415181
7664	TNFAIP3	-1	chr3	54683327	54685327
7665		-1	chrZ	26486982	26488982
7666		1	chr17	2285819	2287819
7667	STRA8	-1	chr1	47900521	47902521
7668	SLC32A1	-1	chr20	3661843	3663843
7669	HMP19	1	chr13	10209260	10211260
7670	WRB	1	chr1	109331196	109333196
7671	TMEM209	-1	chr1	1580853	1582853
7672		-1	chr6	11169050	11171050
7673	SMPD4	-1	chr15	8627636	8629636
7674		-1	chr9	9683849	9685849
7675	PGGHG	-1	chr5	1833694	1835694
7676		-1	chrZ	73381747	73383747
7677		1	chr33	6902887	6904887
7678	MFSD2B	1	chr3	104062464	104064464
7679	IQGAP3	-1	chr25	1509424	1511424
7680	RNF220	1	chr8	21029853	21031853
7681	EVI5L	-1	chr30	589313	591313
7682		1	chr1	47860543	47862543
7683	NFYA	1	chr26	4720843	4722843
7684		-1	chr9	9672242	9674242
7685	MROH1	1	chr2	130729662	130731662
7686	CENPL	-1	chr8	5934325	5936325
7687		-1	chr7	18709224	18711224
7688	PACC1	1	chr3	21965275	21967275
7689	CYP11A1	1	chr10	3012289	3014289
7690	UBR1	-1	chr5	26270727	26272727
7691	CARTPT	1	chrZ	73346207	73348207
7692	ARPC3	1	chr15	5576015	5578015
7693	IFITM5	1	chr5	1819593	1821593
7694		1	chr8	20917006	20919006
7695	PHLDB2	1	chr1	89723241	89725241
7696	ANKRD44	-1	chr7	10167732	10169732
7697	JAZF1	-1	chr2	33160334	33162334
7698	PERP1	1	chr3	54613332	54615332
7699	GATAD2A	-1	chr28	3601481	3603481
7700		1	chr5	1817413	1819413
7701	KIAA0513	-1	chr11	17760523	17762523
7702	ATP2A3	1	chr19	3420031	3422031
7703	DNAJC15	1	chr1	168052027	168054027
7704	RPE65	-1	chr8	29130623	29132623
7705	GFOD2	1	chr11	592650	594650
7706	ABCA5	-1	chr18	7974012	7976012
7707	CPEB4	1	chr13	10149256	10151256
7708	RBPJ	-1	chr4	73315382	73317382
7709		1	chr33	6902666	6904666
7710	DUSP26	-1	chr22	1931020	1933020
7711	NEK9	-1	chr5	38393355	38395355
7712	MRPL4	-1	chr30	541639	543639
7713		1	chr30	540713	542713
7714		1	chr33	6896638	6898638
7715		1	chr25	1453887	1455887
7716		1	chr5	1815671	1817671
7717		-1	chr11	17723497	17725497
7718		-1	chr1	1566838	1568838
7719	CD3D	-1	chr24	5489870	5491870
7720	HAUS1	-1	chrZ	2148094	2150094
7721		1	chr11	583150	585150
7722		-1	chr6	11165839	11167839
7723	CHID1	1	chr5	15353510	15355510
7724		-1	chr13	10061354	10063354
7725	OARD1	-1	chr26	4722373	4724373
7726		-1	chr7	18690739	18692739
7727	ZC2HC1C	1	chr5	38361415	38363415
7728	ROM1	1	chr5	26194567	26196567
7729	ERI3	-1	chr8	20902813	20904813
7730		1	chr25	1451941	1453941
7731		1	chr15	8590926	8592926
7732		-1	chr1	168042111	168044111
7733	PARVB	1	chr1	69114159	69116159
7734	APOBEC2	1	chr26	4708398	4710398
7735	EGFR	-1	chr2	51959426	51961426
7736	BLB2	1	chr16	2570331	2572331
7737		-1	chr13	10061282	10063282
7738	ACYP1	-1	chr5	38362156	38364156
7739	PLCXD2	1	chr1	89663093	89665093
7740	TMCO3	-1	chr1	138727777	138729777
7741	PERP2	1	chr3	54595279	54597279
7742	NHLRC2	1	chr6	28517490	28519490
7743	STC2	-1	chr13	9957394	9959394
7744	HMGN1	-1	chr1	109332889	109334889
7745	DRG2	1	chr14	5399996	5401996
7746	ACVR2B	-1	chr2	5901800	5903800
7747	COQ9	-1	chr11	575366	577366
7748		1	chr15	8580951	8582951
7749		-1	chr1	168020290	168022290
7750	CD3E	1	chr24	5478337	5480337
7751		-1	chr18	7946282	7948282
7752	ASCC3	1	chr3	70670875	70672875
7753	NKX2-5	-1	chr13	9924100	9926100
7754	KLHDC10	1	chr1	1542376	1544376
7755	MLH3	-1	chr5	38360994	38362994
7756	CCKAR	1	chr4	73201370	73203370
7757	PIK3CD	1	chr21	3473567	3475567
7758	SGK2	-1	chr20	3654543	3656543
7759	EXOG	-1	chr2	5801847	5803847
7760	KLHL22	-1	chr15	8582523	8584523
7761	C18orf25	-1	chrZ	2131134	2133134
7762	IRF2	1	chr4	39518121	39520121
7763		-1	chr18	7923210	7925210
7764	LANCL2	-1	chr2	51778751	51780751
7765	SEMA7A	1	chr10	2985867	2987867
7766	ZC3HC1	-1	chr1	1544020	1546020
7767	TSPO2	1	chr26	4696647	4698647
7768	ATF3	-1	chr3	21967759	21969759
7769	BNIP1	1	chr13	9895118	9897118
7770		1	chr3	70487631	70489631
7771	TNFSF11	1	chr1	167838280	167840280
7772	CRKL	-1	chr15	8561869	8563869
7773	GID4	1	chr14	5389948	5391948
7774	KLHL20	1	chr8	5907182	5909182
7775		1	chr3	70345694	70347694
7776	VOPP1	1	chr2	51665751	51667751
7777	BATF3	1	chr3	21913153	21915153
7778		-1	chr2	51637230	51639230
7779	MPZL2	-1	chr24	5477522	5479522
7780	AKAP11	1	chr1	167727810	167729810
7781	SCN5A	1	chr2	5536867	5538867
7782	RNF165	-1	chrZ	2082847	2084847
7783	GRIK2	-1	chr3	70521359	70523359
7784	TBC1D19	-1	chr4	73186510	73188510
7785	TAPBP	-1	chr16	2571359	2573359
7786	BAK1	1	chr26	4675455	4677455
7787	TMEM241	-1	chr2	103017782	103019782
7788		1	chr21	3420391	3422391
7789	NSL1	1	chr3	21897748	21899748
7790	UBE2H	-1	chr1	1533752	1535752
7791	FAM20A	-1	chr18	7880080	7882080
7792	BRWD1	-1	chr1	109323160	109325160
7793		1	chr3	70116653	70118653
7794	UCK2	1	chr8	5886633	5888633
7795	CREBRF	1	chr13	9871167	9873167
7796	TBX6	1	chr15	8523644	8525644
7797	ATPAF2	-1	chr14	5392015	5394015
7798		-1	chr3	69895843	69897843
7799	MPZL3	-1	chr24	5471790	5473790
7800	STIM2	-1	chr4	73127122	73129122
7801	CNOT4	1	chr1	47773837	47775837
7802		-1	chr6	11168922	11170922
7803	SCN2B	-1	chr24	5458260	5460260
7804		-1	chr4	71945980	71947980
7805	NELFB	1	chr17	2264794	2266794
7806	SLC25A33	1	chr21	3401875	3403875
7807	EIF2B2	1	chr5	38328613	38330613
7808	PCDH7	-1	chr4	71827560	71829560
7809	TMCO1	-1	chr8	5885446	5887446
7810	BLVRA	1	chr2	51587934	51589934
7811	SPSB1	1	chr21	3325692	3327692
7812	SCN4B	-1	chr24	5451642	5453642
7813	BBS5	-1	chr7	18682785	18684785
7814	ALDH9A1	-1	chr8	5866421	5868421
7815	ATP6V0E1	1	chr13	9859485	9861485
7816	DRC3	1	chr14	5369506	5371506
7817	CABIN1	1	chr15	8410345	8412345
7818	SAMM50	1	chr1	69089134	69091134
7819	MCCC2L	1	chr8	29111514	29113514
7820	CASP3	1	chr4	39492857	39494857
7821	PGF	-1	chr5	38327945	38329945
7822	H6PD	1	chr21	3299147	3301147
7823		-1	chr4	71092618	71094618
7824	MGST3	1	chr8	5847190	5849190
7825		1	chr24	5441037	5443037
7826	PSMG1	-1	chr1	109269904	109271904
7827	RPL26L1	1	chr13	9854064	9856064
7828	DKK1	1	chr6	10916335	10918335
7829	DGKH	1	chr1	167540038	167542038
7830	CABLES1	1	chr2	102920658	102922658
7831	LRRC52	1	chr8	5847183	5849183
7832	SAG	1	chr9	1366923	1368923
7833	KLHL41	-1	chr7	18671004	18673004
7834	DDTL	1	chr15	8406010	8408010
7835		-1	chr17	2263808	2265808
7836	GPR157	-1	chr21	3270047	3272047
7837	RPS6KL1	-1	chr5	38321286	38323286
7838		1	chr2	130723826	130725826
7839	NDUFA13	-1	chr28	3555101	3557101
7840	LAMTOR3	-1	chr4	60126244	60128244
7841	EED	1	chr1	191744048	191746048
7842	STK17A	1	chr2	51494701	51496701
7843	C26H6ORF125	1	chr26	4613269	4615269
7844	PLS3	1	chr4	2948480	2950480
7845	IFT52	-1	chr20	3642568	3644568
7846	TUBB4B	-1	chr17	2243444	2245444
7847		1	chr6	10767460	10769460
7848	PPP1R12B	-1	chr26	770677	772677
7849	TTBK2	-1	chr5	26166104	26168104
7850	RNF122	-1	chr22	1925323	1927323
7851		1	chr5	1812209	1814209
7852	PNPLA3	1	chr1	69042298	69044298
7853	IP6K3	1	chr26	4602660	4604660
7854	SLC2A5	-1	chr21	3253164	3255164
7855	FASTKD1	1	chr7	18641642	18643642
7856	ERGIC1	1	chr13	9795414	9797414
7857		1	chr4	70544986	70546986
7858	NUP205	-1	chr1	47760419	47762419
7859	RBBP8	1	chr2	102825326	102827326
7860		1	chr6	10550438	10552438
7861	FAM166A	1	chr17	2233411	2235411
7862	ETS2	1	chr1	109129452	109131452
7863		1	chr6	10525300	10527300
7864	GSTT1	1	chr15	8393950	8395950
7865	CIAPIN1	1	chr11	566046	568046
7866	LEMD2	1	chr26	4582395	4584395
7867	NUF2	-1	chr8	5849103	5851103
7868	IL10RA	1	chr24	5429089	5431089
7869	CA6	1	chr21	3232527	3234527
7870	SULT4A1	-1	chr1	69044852	69046852
7871	NRF1	1	chr1	1437042	1439042
7872	DUSP1	-1	chr13	9772644	9774644
7873	A1CF	-1	chr6	10502453	10504453
7874		-1	chr1	68920483	68922483
7875	WLS	-1	chr8	29096474	29098474
7876	TMPRSS13	-1	chr24	5428328	5430328
7877		-1	chr1	68896951	68898951
7878		1	chr4	2902831	2904831
7879	GATA6	1	chr2	102636197	102638197
7880	FXR1	-1	chr9	17278252	17280252
7881	MLN	1	chr26	4571411	4573411
7882	NEURL1B	-1	chr13	9751876	9753876
7883	TATDN3	-1	chr3	21899753	21901753
7884	PRKAR1A	1	chr18	7850931	7852931
7885		1	chr15	8384811	8386811
7886	SMKR1	1	chr1	1413722	1415722
7887		1	chr14	1140253	1142253
7888	RAB5C	-1	chr27	7668808	7670808
7889	SHARPIN	1	chr2	130678374	130680374
7890	POLR2C	-1	chr11	569012	571012
7891	VWA8	-1	chr1	167502950	167504950
7892		-1	chr5	26112842	26114842
7893	DMAP1	1	chr8	20769221	20771221
7894	TTI2	-1	chr22	1919840	1921840
7895	MCCC2	1	chrZ	73303264	73305264
7896	DLST	1	chr5	38298356	38300356
7897	PRIMPOL	-1	chr4	39497440	39499440
7898	TOM1L2	-1	chr14	5371193	5373193
7899	OPN1MSW	-1	chr26	4562416	4564416
7900	MIB1	1	chr2	102475247	102477247
7901	DOK4	1	chr11	555130	557130
7902	FXYD6	-1	chr24	5416185	5418185
7903	DDX51	1	chr15	8373818	8375818
7904	UBL7	1	chr10	2967170	2969170
7905		1	chr30	502316	504316
7906		-1	chr28	3555517	3557517
7907	GSE1	-1	chr11	17650300	17652300
7908	SMARCA2	1	chrZ	26324424	26326424
7909	ARL1	-1	chr1	47713676	47715676
7910	FLVCR1	-1	chr3	21881217	21883217
7911	PPIG	-1	chr7	18634233	18636233
7912	CCDC102A	1	chr11	547882	549882
7913	MIF	1	chr15	8373206	8375206
7914	PBX1	-1	chr8	5693333	5695333
7915	SH3PXD2B	1	chr13	9570000	9572000
7916	ARAP2	1	chr4	70202005	70204005
7917	PICALM	-1	chr1	191693907	191695907
7918	RPAP3	-1	chr1	31563241	31565241
7919	GRIA2	1	chr4	21421254	21423254
7920	CILP2	-1	chr28	3544871	3546871
7921	ADGRG5	-1	chr11	548011	550011
7922		-1	chr5	38295594	38297594
7923	LRCH2	-1	chr4	2899005	2901005
7924	FXYD2	-1	chr24	5406721	5408721
7925	STRIP2	1	chr1	1391885	1393885
7926	UBXN2A	1	chr3	104041559	104043559
7927	MAF1	-1	chr2	130679919	130681919
7928		-1	chr28	3530950	3532950
7929	DENND5B	1	chr1	59420544	59422544
7930	ABHD3	-1	chr2	102465867	102467867
7931	VASH2	-1	chr3	21869197	21871197
7932	GNG12	-1	chr8	29063231	29065231
7933	CENPU	1	chr4	39469076	39471076
7934		1	chr15	8355383	8357383
7935	WIPI1	-1	chr18	7844274	7846274
7936	RGCC	1	chr1	167285898	167287898
7937		1	chr7	18601504	18603504
7938	DDR1	1	chr17	2193779	2195779
7939	LOXHD1	1	chrZ	1915366	1917366
7940	DNAJC19	1	chr9	17239690	17241690
7941	ESCO1	-1	chr2	102436061	102438061
7942	LMX1A	1	chr8	5538635	5540635
7943	SLC16A6	-1	chr18	7804327	7806327
7944	MYBL2	-1	chr20	3627085	3629085
7945		1	chr7	18594457	18596457
7946	HECW1	1	chr2	51251985	51253985
7947	ERG	-1	chr1	109023131	109025131
7948		-1	chr2	130659304	130661304
7949	NECTIN3	1	chr1	89484874	89486874
7950	UBA3	-1	chr12	15721052	15723052
7951	ARID3B	-1	chr10	2966568	2968568
7952	PHOSPHO2	-1	chr7	18595219	18597219
7953		1	chr15	8343048	8345048
7954	DTHD1	-1	chr4	70186328	70188328
7955		1	chr1	167245672	167247672
7956	GADD45A	1	chr8	29039358	29041358
7957	ADGRG1	-1	chr11	541816	543816
7958	ATG16L1	1	chr9	1344739	1346739
7959	KLHL23	-1	chr7	18590492	18592492
7960	SOX2	-1	chr9	17026706	17028706
7961	TOR4A	1	chr17	2164267	2166267
7962	MPPED1	1	chr1	68815720	68817720
7963		1	chr15	8328779	8330779
7964	UTP20	1	chr1	47646409	47648409
7965	STK10	1	chr13	9523283	9525283
7966	HACE1	1	chr3	69021776	69023776
7967	GRM4	1	chr26	4438322	4440322
7968	PSEN2	-1	chr3	12614895	12616895
7969	GCNT7	1	chr20	11974790	11976790
7970	GREB1L	1	chr2	102334919	102336919
7971	NAA35	1	chrZ	40744427	40746427
7972	KCNJ15	1	chr1	108844534	108846534
7973	DSCAML1	-1	chr24	5399942	5401942
7974	NWD2	-1	chr4	69961970	69963970
7975	PIAS1	1	chr10	19520397	19522397
7976		1	chr25	1434841	1436841
7977	YLPM1	1	chr5	38241969	38243969
7978	SYT2	1	chr26	675648	677648
7979	GTPBP3	1	chr28	3523114	3525114
7980		1	chr8	20765811	20767811
7981		1	chr14	1119718	1121718
7982		1	chr2	130621802	130623802
7983		1	chr1	89064899	89066899
7984	DMRT2	1	chrZ	26041307	26043307
7985	SLC5A8	-1	chr1	47636250	47638250
7986	ANAPC2	1	chr17	2150581	2152581
7987	AHCYL2	1	chr1	1352961	1354961
7988	ATP5B	1	chr33	6891345	6893345
7989	DCLRE1A	-1	chr6	28518725	28520725
7990	TFDP1	-1	chr1	138690320	138692320
7991		1	chr2	85440152	85442152
7992	GPN3	1	chr15	5570248	5572248
7993	ATAD2B	-1	chr3	104035930	104037930
7994	SLC2A11L1	1	chr15	8317426	8319426
7995	DMRT3	1	chrZ	26007161	26009161
7996	SEPTIN8	-1	chr13	17723558	17725558
7997	ERCC4	1	chr14	1069960	1071960
7998		1	chr1	167219110	167221110
7999	UMOD	1	chr11	521837	523837
8000	UBTD2	1	chr13	9466138	9468138
8001	MRPL32	1	chr2	51153640	51155640
8002	C4orf19	-1	chr4	69906586	69908586
8003	SERBP1	-1	chr8	29036076	29038076
8004	IL13RA2	-1	chr4	2850667	2852667
8005		-1	chr17	2152517	2154517
8006	ADRB2	-1	chr13	9371027	9373027
8007	HMGA1	-1	chr26	4417360	4419360
8008		1	chr6	10455504	10457504
8009	KCNJ6	-1	chr1	108714780	108716780
8010	DRC7	-1	chr11	522708	524708
8011	SLC2A11	1	chr15	8306322	8308322
8012		1	chr25	1424127	1426127
8013	MAK16	1	chr22	1910617	1912617
8014	ENO1	-1	chr21	3233063	3235063
8015	SMO	1	chr1	1337502	1339502
8016	ATP11B	-1	chr9	16645147	16647147
8017	SMIM29	1	chr26	4410507	4412507
8018	SREBF1	-1	chr14	5318482	5320482
8019	RXRG	1	chr8	5510945	5512945
8020		1	chr17	2136074	2138074
8021	NUDT3	1	chr26	4381939	4383939
8022	AP2A2	-1	chr5	15350714	15352714
8023	RELL1	1	chr4	69832799	69834799
8024	ARSG	1	chr18	7784980	7786980
8025	TNPO3	-1	chr1	1333029	1335029
8026	INPP5D	1	chr9	1292732	1294732
8027	IL12RB2	1	chr8	28997312	28999312
8028	PSMA2	-1	chr2	51155283	51157283
8029	HTR2C	1	chr4	2706136	2708136
8030	SCUBE1	-1	chr1	68765156	68767156
8031	RPS10	1	chr26	4374563	4376563
8032	CLK3	-1	chr10	2937676	2939676
8033	ST8SIA5	1	chrZ	1819761	1821761
8034	CEP164	1	chr24	5274095	5276095
8035	MTRF1	-1	chr1	167214212	167216212
8036	LIN28B	-1	chr3	68979504	68981504
8037	DERL3	-1	chr15	8299924	8301924
8038		1	chr8	5493629	5495629
8039	GDPD2	-1	chr4	2539175	2541175
8040	PACSIN1	-1	chr26	4369874	4371874
8041	IRF5	1	chr1	1301774	1303774
8042	SLC35D1	-1	chr8	28975854	28977854
8043	DYRK1A	1	chr1	108468895	108470895
8044	FCF1	1	chr5	38235595	38237595
8045	ANGEL2	1	chr3	21825666	21827666
8046	DCUN1D1	1	chr9	16567413	16569413
8047	GNA13	1	chr18	7750308	7752308
8048	SCO2	-1	chr1	1301690	1303690
8049	PEMT	-1	chr14	5228149	5230149
8050	KATNB1	-1	chr11	508560	510560
8051		-1	chr8	5478090	5480090
8052	PGM2	-1	chr4	69815816	69817816
8053	ROCK1	-1	chr2	102246911	102248911
8054	EDC3	1	chr10	2901248	2903248
8055	DAPP1	1	chr4	60097125	60099125
8056		-1	chr1	88994538	88996538
8057	C7orf25	-1	chr2	51145397	51147397
8058		-1	chr1	59411011	59413011
8059		1	chr6	28480181	28482181
8060	AMIGO2	-1	chr1	31379889	31381889
8061		1	chr2	130586630	130588630
8062	TMF1	-1	chr12	15706614	15708614
8063	ATP4B	1	chr1	138636382	138638382
8064	GLRB	1	chr4	21360247	21362247
8065	KAT2A	-1	chr27	7652243	7654243
8066	RASD1	-1	chr14	5185545	5187545
8067	NCAPH2	1	chr1	1289723	1291723
8068		1	chr5	15299082	15301082
8069	ACSL1	1	chr4	39430685	39432685
8070	METTL18	1	chr8	5468225	5470225
8071	SMARCB1	1	chr15	8280834	8282834
8072	BACE1	-1	chr24	5274470	5276470
8073	PIAS2	1	chrZ	1783331	1785331
8074	AREL1	-1	chr5	38234041	38236041
8075	ANO4	1	chr1	47508011	47510011
8076	MED9	1	chr14	5175869	5177869
8077	MMP11	1	chr15	8272523	8274523
8078	NEU2	1	chr9	1253142	1255142
8079	LMF2	-1	chr1	1291147	1293147
8080	SSB	-1	chr7	18584649	18586649
8081	VPS26C	-1	chr1	108421241	108423241
8082	USP14	-1	chr2	102165595	102167595
8083	GLI3	-1	chr2	50894639	50896639
8084	TTLL12	-1	chr1	68552590	68554590
8085	RGS9	-1	chr18	7747429	7749429
8086	C1orf112	-1	chr8	5470362	5472362
8087	CYP1A1	1	chr10	2896902	2898902
8088	CHCHD10	-1	chr15	8255372	8257372
8089	WBP4	1	chr1	167166759	167168759
8090	KATNAL2	-1	chrZ	1782160	1784160
8091		-1	chr4	60070516	60072516
8092	SHISA9	1	chr14	725560	727560
8093		1	chr5	26033756	26035756
8094	MCCC1	1	chr9	16545507	16547507
8095	PTPRT	1	chr20	2836131	2838131
8096	VPREB3	-1	chr15	8244220	8246220
8097	NT5M	1	chr14	5151918	5153918
8098	ABLIM3	-1	chr13	9297986	9299986
8099	RPS6KC1	-1	chr3	21823981	21825981
8100	HDHD2	1	chrZ	1755626	1757626
8101	VPS29L	-1	chr15	8242752	8244752
8102	INHBA	-1	chr2	50587618	50589618
8103	MIER1	1	chr8	28934619	28936619
8104	AXIN2	1	chr18	7611206	7613206
8105	AGTPBP1	-1	chrZ	40738461	40740461
8106	MIOX	1	chr1	1279582	1281582
8107	SCYL3	1	chr8	5439378	5441378
8108	KIFC3	1	chr11	479502	481502
8109	HELT	-1	chr4	39398238	39400238
8110		1	chr1	47397007	47399007
8111	MUC6	1	chr5	15266799	15268799
8112	DLG3	-1	chr4	2530889	2532889
8113		-1	chr8	28929663	28931663
8114		-1	chr8	28927259	28929259
8115		1	chr1	191607237	191609237
8116	RNF115	-1	chr25	1436821	1438821
8117		-1	chr5	15181305	15183305
8118	CYP1A2	-1	chr10	2896916	2898916
8119	LAMP3	1	chr9	16526503	16528503
8120	IER3IP1	1	chrZ	1751935	1753935
8121	ELF1	-1	chr1	167169083	167171083
8122		1	chr11	463775	465775
8123	RERE	-1	chr21	3157181	3159181
8124	TSPO	1	chr1	68517441	68519441
8125	TBC1D1	-1	chr4	69792663	69794663
8126	PROX1	-1	chr3	21421817	21423817
8127	SKOR2	1	chrZ	1720318	1722318
8128	B3GNT5	-1	chr9	16473512	16475512
8129	SOGA1	-1	chr20	2694181	2696181
8130	GAS2L3	1	chr1	47375776	47377776
8131	SGMS1	1	chr6	10371859	10373859
8132	SLC25A4	-1	chr4	39358582	39360582
8133	ZNF319	1	chr11	454153	456153
8134	MCAT	-1	chr1	68520677	68522677
8135	SUGCT	1	chr2	49973309	49975309
8136		-1	chr4	60068429	60070429
8137	ANO8	-1	chr28	3523166	3525166
8138	AFAP1L1	-1	chr13	9261669	9263669
8139	METTL5	1	chr7	18570974	18572974
8140	SPDEF	1	chr26	4349852	4351852
8141	BF1	1	chr16	2563404	2565404
8142		1	chr5	25966319	25968319
8143	CASP7	1	chr6	28456645	28458645
8144	NGEF	-1	chr9	1255560	1257560
8145	RNF214	1	chr24	5253668	5255668
8146	NR1H4	1	chr1	47340860	47342860
8147	COPS3	-1	chr14	5153495	5155495
8148		-1	chr2	130591084	130593084
8149	COQ8A	-1	chr3	12587558	12589558
8150	SGIP1	1	chr8	28883344	28885344
8151	ARFGEF3	-1	chr3	54572776	54574776
8152	DENR	-1	chr15	5572747	5574747
8153	PDGFC	1	chr4	21200943	21202943
8154	ACSS2	-1	chr20	2665223	2667223
8155	C9H2ORF82	1	chr9	1223608	1225608
8156	CPPED1	-1	chr14	706514	708514
8157	HAUS2	1	chr5	25959530	25961530
8158	SLC6A9	-1	chr8	20748606	20750606
8159		1	chr25	1411812	1413812
8160	GRPEL2	-1	chr13	9243003	9245003
8161		1	chr10	19501831	19503831
8162	TMEM255B	-1	chr1	138617238	138619238
8163	AGFG1	1	chr9	9627183	9629183
8164	BDP1	1	chrZ	73248106	73250106
8165	CCNI2	1	chr13	17678387	17680387
8166	MPLKIP	-1	chr2	49973072	49975072
8167	KIFAP3	1	chr8	5373819	5375819
8168	CSK	-1	chr10	2885383	2887383
8169	KCNJ13	-1	chr9	1185021	1187021
8170	PCYOX1L	-1	chr13	9231860	9233860
8171		1	chr2	49940845	49942845
8172	BIK	1	chr1	68499325	68501325
8173	SBF1	-1	chr1	1275443	1277443
8174	MCF2L2	1	chr9	16373391	16375391
8175	CFAP97	1	chr4	39324495	39326495
8176	C26H6orf106	1	chr26	4309806	4311806
8177	IL17B	1	chr13	9221500	9223500
8178	BVES	1	chr3	68856595	68858595
8179	USB1	-1	chr11	453768	455768
8180	LTBP2	-1	chr5	38205852	38207852
8181	MINPP1	-1	chr6	10355225	10357225
8182	CPLX3	-1	chr10	2876106	2878106
8183	NTMT2	-1	chr8	5361828	5363828
8184		1	chr25	1400862	1402862
8185	GUCA1C	-1	chr1	88981453	88983453
8186	QSOX2	1	chr17	8317879	8319879
8187	KLF3	-1	chr4	69590715	69592715
8188		1	chr2	49884906	49886906
8189	TTC3	1	chr1	108340782	108342782
8190	DDA1	1	chr28	3502946	3504946
8191	NRAP	-1	chr6	28452857	28454857
8192	SUGT1	-1	chr1	167080491	167082491
8193	PDE4B	1	chr8	28852639	28854639
8194	MMP15	-1	chr11	449004	451004
8195	PAPSS2	-1	chr6	10312180	10314180
8196	GORAB	-1	chr8	5278242	5280242
8197	SLC17A8	1	chr1	47291202	47293202
8198	GIGYF2	1	chr9	1159551	1161551
8199		1	chr8	28767249	28769249
8200	SNRPC	-1	chr26	4310043	4312043
8201	RALA	1	chr2	49838372	49840372
8202	TTLL1	-1	chr1	68498513	68500513
8203	TLR1A	1	chr4	69516862	69518862
8204	PPP6R2	1	chr1	1140787	1142787
8205	PRRX1	-1	chr8	5248858	5250858
8206		-1	chr14	5138885	5140885
8207		-1	chr25	1399900	1401900
8208		1	chr10	19500346	19502346
8209	ZFPM2	1	chr2	130173912	130175912
8210	THOC1	1	chr2	102124863	102126863
8211		1	chr4	2445050	2447050
8212	SMYD2	-1	chr3	21297310	21299310
8213	UHRF1BP1	-1	chr26	4303482	4305482
8214	GSS	1	chr20	2622554	2624554
8215	RFC4	-1	chr9	16373062	16375062
8216	SNX25	-1	chr4	39318627	39320627
8217	PCSK7	-1	chr24	5255186	5257186
8218	LECT1	1	chr1	167039407	167041407
8219	EFHD1	1	chr9	1128122	1130122
8220	TAF11	1	chr26	4270222	4272222
8221	NPC2	1	chr5	38134478	38136478
8222	PTPN14	1	chr3	21157218	21159218
8223		-1	chr2	49826641	49828641
8224		-1	chr5	15112067	15114067
8225		-1	chr3	54469126	54471126
8226	RTFDC1	-1	chr20	11990669	11992669
8227	PLD6	-1	chr14	5127339	5129339
8228	FMO3	-1	chr8	5199230	5201230
8229	ATAD1	1	chr6	10283643	10285643
8230	DENND6B	-1	chr1	1128266	1130266
8231	SAMD11	-1	chr21	2982448	2984448
8232		-1	chrZ	73249935	73251935
8233		1	chr25	1392091	1394091
8234	AMN1	1	chr1	59378845	59380845
8235	MRPL34	1	chr28	3497543	3499543
8236	TFAP2C	-1	chr20	11947261	11949261
8237	GAS6	1	chr1	138510588	138512588
8238	MRPL44	1	chr9	9609814	9611814
8239	MOCOS	-1	chr2	85006306	85008306
8240	MYH7B	-1	chr20	2616556	2618556
8241	RIPPLY3	1	chr1	108322986	108324986
8242	ABHD8	-1	chr28	3494556	3496556
8243	CTSO	-1	chr4	20914132	20916132
8244	MTTP	1	chr4	60026588	60028588
8245		1	chr25	1385592	1387592
8246	CFAP20	1	chr11	429053	431053
