Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Clps	CLPS	ortholog_one2one	1
Gtf2e1	GTF2E1	ortholog_one2one	1
Mrpl40	MRPL40	ortholog_one2one	1
Zcchc9	ZCCHC9	ortholog_one2one	1
Meak7	MEAK7	ortholog_one2one	1
Gm28539	C22orf39	ortholog_one2many	0
Cndp2	CNDP2	ortholog_one2one	1
Nat8f1	NAT8	ortholog_many2many	0
Nat8f1	NAT8B	ortholog_many2many	1
Api5	API5	ortholog_one2one	1
Aqp2	AQP2	ortholog_one2one	1
Cacnb4	AC068547.1	ortholog_one2one	0
Car12	CA12	ortholog_one2one	1
Calhm1	CALHM1	ortholog_one2one	1
Bin1	BIN1	ortholog_one2one	1
Lhfpl5	LHFPL5	ortholog_one2one	1
Hykk	HYKK	ortholog_one2one	1
Calhm3	CALHM3	ortholog_one2one	1
Amdhd2	AC093525.1	ortholog_one2many	0
Amdhd2	AMDHD2	ortholog_one2many	1
Arhgap31	ARHGAP31	ortholog_one2one	1
Pramef12	PRAMEF2	ortholog_many2many	0
Pramef12	PRAMEF5	ortholog_many2many	0
Pramef12	PRAMEF7	ortholog_many2many	0
Pramef12	PRAMEF26	ortholog_many2many	0
Pramef12	PRAMEF17	ortholog_many2many	0
Pramef12	PRAMEF20	ortholog_many2many	0
Pramef12	PRAMEF6	ortholog_many2many	0
Pramef12	PRAMEF12	ortholog_many2many	0
Pramef12	PRAMEF4	ortholog_many2many	0
Pramef12	PRAMEF1	ortholog_many2many	0
Pramef12	PRAMEF14	ortholog_many2many	0
Pramef12	PRAMEF10	ortholog_many2many	0
Pramef12	PRAMEF15	ortholog_many2many	0
Pramef12	PRAMEF18	ortholog_many2many	0
Pramef12	PRAMEF25	ortholog_many2many	0
Pramef12	PRAMEF13	ortholog_many2many	0
Pramef12	PRAMEF11	ortholog_many2many	0
Pramef12	PRAMEF27	ortholog_many2many	0
Pramef12	PRAMEF33	ortholog_many2many	0
Pramef12	PRAMEF8	ortholog_many2many	0
Pramef12	PRAMEF19	ortholog_many2many	0
Pramef12	PRAMEF9	ortholog_many2many	0
Baiap3	BAIAP3	ortholog_one2one	1
Atp2b4	ATP2B4	ortholog_one2one	1
Cotl1	COTL1	ortholog_one2one	1
Got2	GOT2	ortholog_one2one	1
Trim67	TRIM67	ortholog_one2one	1
Fmo1	FMO1	ortholog_one2one	1
Klhl36	KLHL36	ortholog_one2one	1
Gm16427	PRAMEF2	ortholog_many2many	0
Gm16427	PRAMEF5	ortholog_many2many	0
Gm16427	PRAMEF7	ortholog_many2many	0
Gm16427	PRAMEF26	ortholog_many2many	0
Gm16427	PRAMEF17	ortholog_many2many	0
Gm16427	PRAMEF20	ortholog_many2many	0
Gm16427	PRAMEF6	ortholog_many2many	0
Gm16427	PRAMEF12	ortholog_many2many	0
Gm16427	PRAMEF4	ortholog_many2many	0
Gm16427	PRAMEF1	ortholog_many2many	0
Gm16427	PRAMEF14	ortholog_many2many	0
Gm16427	PRAMEF10	ortholog_many2many	0
Gm16427	PRAMEF15	ortholog_many2many	0
Gm16427	PRAMEF18	ortholog_many2many	0
Gm16427	PRAMEF25	ortholog_many2many	0
Gm16427	PRAMEF13	ortholog_many2many	0
Gm16427	PRAMEF11	ortholog_many2many	0
Gm16427	PRAMEF27	ortholog_many2many	0
Gm16427	PRAMEF33	ortholog_many2many	0
Gm16427	PRAMEF8	ortholog_many2many	0
Gm16427	PRAMEF19	ortholog_many2many	0
Gm16427	PRAMEF9	ortholog_many2many	0
Gnpat	GNPAT	ortholog_one2one	1
Cldn15	CLDN15	ortholog_one2one	1
Rnf114	RNF114	ortholog_one2one	1
Sc5d	SC5D	ortholog_one2one	1
Rabl3	RABL3	ortholog_one2one	1
Hexb	HEXB	ortholog_one2one	1
Gm5591	C2orf78	ortholog_one2many	0
Vps52	VPS52	ortholog_one2one	1
Hsp90ab1	HSP90AB1	ortholog_one2one	1
Spata2	SPATA2	ortholog_one2one	1
Nuggc	NUGGC	ortholog_one2one	1
Tsacc	TSACC	ortholog_one2one	1
2810004N23Rik	C1orf131	ortholog_one2one	1
Gm6169	PLP2	ortholog_one2many	0
Rhbg	RHBG	ortholog_one2many	1
Nsa2	NSA2	ortholog_one2one	1
Evi5	EVI5	ortholog_one2one	1
9430015G10Rik	C1orf159	ortholog_one2one	0
Psma4	PSMA4	ortholog_one2one	1
Lpcat1	LPCAT1	ortholog_one2one	1
Gm38392	RHBG	ortholog_one2many	1
Fam169a	FAM169A	ortholog_one2one	1
Sec61a1	SEC61A1	ortholog_one2one	1
1700012P22Rik	C1orf158	ortholog_one2one	1
Edc3	EDC3	ortholog_one2one	1
Sh3glb1	SH3GLB1	ortholog_one2one	1
Slc39a9	SLC39A9	ortholog_one2one	1
Lpl	LPL	ortholog_one2one	1
Ckmt2	CKMT2	ortholog_one2one	1
Aadacl3	AADACL3	ortholog_one2one	1
Aph1b	APH1B	ortholog_one2many	1
Clk3	CLK3	ortholog_one2one	1
Erh	ERH	ortholog_one2many	1
Gfm2	GFM2	ortholog_one2one	1
Rps18	RPS18	ortholog_one2one	1
Fbxo21	FBXO21	ortholog_one2one	1
Rnf11	RNF11	ortholog_one2one	1
Snrpc	SNRPC	ortholog_one2one	1
Tmem156	TMEM156	ortholog_one2one	1
Hunk	HUNK	ortholog_one2one	1
Neurl1a	NEURL1	ortholog_one2one	1
Zfp791	ZNF791	ortholog_one2one	1
Tcea2	TCEA2	ortholog_one2one	1
Rnf223	RNF223	ortholog_one2one	1
Dclre1a	DCLRE1A	ortholog_one2one	1
Pacsin1	PACSIN1	ortholog_one2one	1
Foxq1	FOXQ1	ortholog_one2one	1
H3f3a	H3F3A	ortholog_one2one	1
Dym	DYM	ortholog_one2one	1
Dppa2	DPPA2	ortholog_one2one	0
Polr2a	POLR2A	ortholog_one2one	1
Ralgapb	RALGAPB	ortholog_one2one	1
Dipk1c	DIPK1C	ortholog_one2one	1
Plod3	PLOD3	ortholog_one2one	1
Ercc8	ERCC8	ortholog_one2one	1
Gm5485	C3orf85	ortholog_one2one	1
Klf1	KLF1	ortholog_one2one	1
Cd36	CD36	ortholog_one2one	1
Tmc7	TMC7	ortholog_one2one	1
Lrch1	LRCH1	ortholog_one2one	1
Morc1	MORC1	ortholog_one2one	1
Scara5	SCARA5	ortholog_one2one	1
Gas7	GAS7	ortholog_one2one	1
Znhit1	ZNHIT1	ortholog_one2one	1
Wdr53	WDR53	ortholog_one2one	1
Lrrc4b	LRRC4B	ortholog_one2one	1
Fgf10	FGF10	ortholog_one2one	1
Gm49804	RPS10-NUDT3	ortholog_one2one	1
Acot5	ACOT2	ortholog_many2many	0
Acot5	ACOT1	ortholog_many2many	0
Cwc27	CWC27	ortholog_one2one	1
Smco1	SMCO1	ortholog_one2one	1
Ttll1	TTLL1	ortholog_one2one	1
Taf11	LINC02218	ortholog_one2many	0
Taf11	TAF11L14	ortholog_one2many	0
Taf11	TAF11L11	ortholog_one2many	0
Taf11	TAF11L5	ortholog_one2many	1
Taf11	TAF11L8	ortholog_one2many	0
Taf11	TAF11L4	ortholog_one2many	0
Taf11	TAF11L2	ortholog_one2many	0
Taf11	TAF11L13	ortholog_one2many	1
Taf11	TAF11L12	ortholog_one2many	0
Taf11	TAF11L6	ortholog_one2many	1
Taf11	TAF11L7	ortholog_one2many	0
Taf11	TAF11L3	ortholog_one2many	1
Taf11	TAF11L10	ortholog_one2many	0
Taf11	TAF11	ortholog_one2many	1
Taf11	TAF11L9	ortholog_one2many	0
Trat1	TRAT1	ortholog_one2one	1
Rnf168	RNF168	ortholog_one2one	1
Rcvrn	RCVRN	ortholog_one2one	1
Uhrf1bp1	UHRF1BP1	ortholog_one2one	1
Nxf7	NXF2B	ortholog_many2many	1
Nxf7	NXF2	ortholog_many2many	1
Nxf7	NXF5	ortholog_many2many	0
Glp2r	GLP2R	ortholog_one2one	1
Gnai2	GNAI2	ortholog_one2one	1
Srek1ip1	SREK1IP1	ortholog_one2one	1
Nupl1	NUP58	ortholog_one2many	1
Gm49336	NUP58	ortholog_one2many	1
Ptk2b	PTK2B	ortholog_one2one	1
D230025D16Rik	C16orf70	ortholog_one2one	1
Gm17266	C18orf63	ortholog_one2one	1
Mis18a	MIS18A	ortholog_one2one	1
Olfml2a	OLFML2A	ortholog_one2one	1
Gm49368	ITGAM	ortholog_one2many	1
Dnah10	DNAH10	ortholog_one2one	1
Spdef	SPDEF	ortholog_one2one	1
Hes1	HES1	ortholog_one2one	1
Itgam	ITGAM	ortholog_one2many	1
B4galt4	B4GALT4	ortholog_one2one	1
Slpi	SLPI	ortholog_one2one	1
Aph1c	APH1B	ortholog_one2many	1
Slc38a3	SLC38A3	ortholog_one2one	1
Dnase2a	DNASE2	ortholog_one2one	1
Etv4	ETV4	ortholog_one2one	1
Sh3pxd2a	SH3PXD2A	ortholog_one2one	1
Mrap	MRAP	ortholog_one2one	0
Rps10	RPS10	ortholog_one2one	1
Acvr1b	ACVR1B	ortholog_one2one	1
Dock9	DOCK9	ortholog_one2one	1
Nhlrc2	NHLRC2	ortholog_one2one	1
Rab8b	RAB8B	ortholog_one2one	1
Mast1	MAST1	ortholog_one2one	1
Atp8a2	ATP8A2	ortholog_one2one	1
Snai1	SNAI1	ortholog_one2one	1
Rcn2	RCN2	ortholog_one2one	1
Retnlb	RETNLB	ortholog_one2many	1
Adrb1	ADRB1	ortholog_one2one	1
B3gnt9	B3GNT9	ortholog_one2one	1
Cpn2	CPN2	ortholog_one2one	1
Rps27l	RPS27L	ortholog_one2one	1
4930522H14Rik	C1orf185	ortholog_one2one	0
Nudt3	NUDT3	ortholog_one2one	1
Ldlrad1	LDLRAD1	ortholog_one2one	1
Upk1b	UPK1B	ortholog_one2one	1
Oas3	OAS3	ortholog_one2one	1
Ovol2	OVOL2	ortholog_one2one	1
Gm27179	ERVFRD-1	ortholog_one2many	0
Cct3	CCT3	ortholog_one2one	1
Pstpip1	PSTPIP1	ortholog_one2one	1
Tnxb	TNXB	ortholog_one2one	0
Lactb	LACTB	ortholog_one2one	1
Acad12	ACAD10	ortholog_one2many	0
Entpd4	ENTPD4	ortholog_one2many	1
Tecta	TECTA	ortholog_one2one	1
Cdh8	CDH8	ortholog_one2one	1
Vwa5a	VWA5A	ortholog_one2many	0
Slc16a14	SLC16A14	ortholog_one2one	1
Vgf	VGF	ortholog_one2one	1
Oas1c	OAS1	ortholog_one2many	0
Ilrun	ILRUN	ortholog_one2one	1
Spata9	SPATA9	ortholog_one2one	1
Klhl5	KLHL5	ortholog_one2one	1
Aspdh	ASPDH	ortholog_one2one	1
Tex55	AC083800.1	ortholog_one2one	0
Urb1	URB1	ortholog_one2one	1
Oas1e	OAS1	ortholog_one2many	0
Fosl2	FOSL2	ortholog_one2one	1
Nme4	NME4	ortholog_one2one	1
Igsf11	IGSF11	ortholog_one2one	1
Anks1	ANKS1A	ortholog_one2one	1
Cyb5a	CYB5A	ortholog_one2one	1
Sde2	SDE2	ortholog_one2one	1
Vwa8	VWA8	ortholog_one2one	1
Ap1s1	AP1S1	ortholog_one2one	1
Elovl7	ELOVL7	ortholog_one2one	1
Foxf2	FOXF2	ortholog_one2one	1
Rpgrip1l	RPGRIP1L	ortholog_one2one	1
Retnla	RETNLB	ortholog_one2many	0
Foxc1	FOXC1	ortholog_one2one	1
Retnlg	RETNLB	ortholog_one2many	1
Serpine1	SERPINE1	ortholog_one2one	1
Lefty2	LEFTY1	ortholog_many2many	0
Lefty2	LEFTY2	ortholog_many2many	1
Slc6a3	SLC6A3	ortholog_one2one	1
Exoc8	EXOC8	ortholog_one2one	1
Tmem189	TMEM189	ortholog_one2many	1
Ano9	ANO9	ortholog_one2one	1
Sprtn	SPRTN	ortholog_one2one	1
Meox1	MEOX1	ortholog_one2one	1
Egln1	EGLN1	ortholog_one2many	1
Egln1	AL445524.2	ortholog_one2many	0
Tspan3	TSPAN3	ortholog_one2one	1
Trim56	TRIM56	ortholog_one2one	1
Pycr2	PYCR2	ortholog_one2many	1
Pycr2	AL117348.2	ortholog_one2many	1
Lrch3	LRCH3	ortholog_one2one	1
Rpl35	RPL35	ortholog_one2many	1
Eva1c	EVA1C	ortholog_one2one	1
Cebpb	CEBPB	ortholog_one2one	1
Mbtd1	MBTD1	ortholog_one2one	1
Arpc5l	ARPC5L	ortholog_one2one	1
Nnt	NNT	ortholog_one2many	1
Gm20431	TMEM189	ortholog_one2many	1
Larp4	LARP4	ortholog_one2one	1
Gnat1	GNAT1	ortholog_one2one	1
Atp6v0c	ATP6V0C	ortholog_one2one	1
Sost	SOST	ortholog_one2one	1
Wdr38	WDR38	ortholog_one2one	1
Bri3	BRI3	ortholog_one2one	1
Srpk1	SRPK1	ortholog_one2one	1
Ep400	EP400	ortholog_one2one	1
Baiap2l1	BAIAP2L1	ortholog_one2one	1
Smad7	SMAD7	ortholog_one2one	1
Lrrc42	LRRC42	ortholog_one2one	1
Ppl	PPL	ortholog_one2one	1
Ubxn7	UBXN7	ortholog_one2one	1
Sema3f	SEMA3F	ortholog_one2one	1
Nnt	NNT	ortholog_one2many	1
Cfap97d1	CFAP97D1	ortholog_one2one	1
Hmgcll1	HMGCLL1	ortholog_one2one	1
Il1b	IL1B	ortholog_one2one	1
Gsg1l2	GSG1L2	ortholog_one2one	1
Ccdc92	CCDC92	ortholog_one2one	1
Krt6a	KRT6A	ortholog_many2many	1
Krt6a	KRT6C	ortholog_many2many	0
Krt6a	KRT6B	ortholog_many2many	0
Plekhd1	PLEKHD1	ortholog_one2one	1
Lefty1	LEFTY1	ortholog_many2many	1
Lefty1	LEFTY2	ortholog_many2many	0
Cldn23	CLDN23	ortholog_one2one	1
Ctif	CTIF	ortholog_one2one	1
Kbtbd12	KBTBD12	ortholog_one2one	1
Muc3	MUC17	ortholog_one2one	0
Rae1	RAE1	ortholog_one2one	1
Cd300lf	CD300LF	ortholog_one2many	0
Treml4	TREML4	ortholog_one2one	0
Cpne2	CPNE2	ortholog_one2one	1
Stn1	STN1	ortholog_one2one	1
Tsnax	TSNAX	ortholog_one2one	1
Il15	IL15	ortholog_one2one	1
Bmp5	BMP5	ortholog_one2one	1
Cdkn2c	CDKN2C	ortholog_one2one	1
Zfp664	ZNF664	ortholog_one2one	1
Adgre1	ADGRE1	ortholog_one2one	1
Slc35g3	SLC35G3	ortholog_one2many	1
Slc35g3	SLC35G6	ortholog_one2many	1
Slc35g3	SLC35G5	ortholog_one2many	1
Slc35g3	SLC35G4	ortholog_one2many	1
Cfap298	C21orf59-TCP10L	ortholog_one2many	1
Cfap298	CFAP298	ortholog_one2many	1
Tm4sf19	TM4SF19	ortholog_one2many	1
Tm4sf19	TM4SF19-TCTEX1D2	ortholog_one2many	1
Ccdc186	CCDC186	ortholog_one2one	1
Lmln	LMLN	ortholog_one2one	1
Tradd	TRADD	ortholog_one2one	1
Dhrs7c	DHRS7C	ortholog_one2one	1
Depdc1b	DEPDC1B	ortholog_one2one	1
Cep131	CEP131	ortholog_one2one	1
Rimklb	RIMKLB	ortholog_one2one	1
Lrrc15	LRRC15	ortholog_one2one	1
Copz1	COPZ1	ortholog_one2one	1
Gp5	GP5	ortholog_one2one	1
Iqcg	IQCG	ortholog_one2one	1
Zbtb7c	ZBTB7C	ortholog_one2one	1
Muc3a	MUC3A	ortholog_one2one	0
Hr	HR	ortholog_one2one	1
Grasp	GRASP	ortholog_one2one	1
Rpl35a	RPL35A	ortholog_one2one	1
Rps6ka6	RPS6KA6	ortholog_one2one	1
Disc1	DISC1	ortholog_one2one	1
Tesc	TESC	ortholog_one2many	1
Ache	ACHE	ortholog_one2one	1
Mmab	MMAB	ortholog_one2one	1
Aqp5	AQP5	ortholog_one2one	1
Rab37	RAB37	ortholog_one2one	1
BC004004	C6orf89	ortholog_one2one	1
Mgll	MGLL	ortholog_one2one	1
Rbm5	RBM5	ortholog_one2one	1
Capn3	CAPN3	ortholog_one2one	1
Nptx2	NPTX2	ortholog_one2one	1
Ufsp1	UFSP1	ortholog_one2one	0
Kntc1	KNTC1	ortholog_one2one	1
Rasgrf2	RASGRF2	ortholog_one2one	1
Zfp330	ZNF330	ortholog_one2one	1
Vps35	VPS35	ortholog_one2one	1
Rflna	RFLNA	ortholog_one2one	1
Rubcnl	RUBCNL	ortholog_one2one	1
Nudt18	NUDT18	ortholog_one2one	1
Tmem130	TMEM130	ortholog_one2one	1
Nfatc3	NFATC3	ortholog_one2one	1
Rfesd	RFESD	ortholog_one2one	1
Synj1	SYNJ1	ortholog_one2one	1
C4b	C4B	ortholog_one2many	1
C4b	C4A	ortholog_one2many	1
Edem2	EDEM2	ortholog_one2one	1
Rnpc3	RNPC3	ortholog_one2one	1
Sema6a	SEMA6A	ortholog_one2one	1
Slc35c2	SLC35C2	ortholog_one2one	1
Fxyd2	FXYD2	ortholog_one2many	1
Fxyd2	FXYD6-FXYD2	ortholog_one2many	0
Ring1	RING1	ortholog_one2one	1
Orc6	ORC6	ortholog_one2one	1
Rnf150	RNF150	ortholog_one2one	1
Esrp2	ESRP2	ortholog_one2one	1
Nudt12	NUDT12	ortholog_one2one	1
Ccdc177	CCDC177	ortholog_one2one	1
Prrc2a	PRRC2A	ortholog_one2one	1
Vps11	VPS11	ortholog_one2one	1
Glmp	GLMP	ortholog_one2one	1
Peak1	PEAK1	ortholog_one2one	1
Tcp11x2	TCP11X2	ortholog_one2many	1
Tcp11x2	AC235565.2	ortholog_one2many	0
Gfral	GFRAL	ortholog_one2one	1
Adig	ADIG	ortholog_one2one	1
Paxbp1	PAXBP1	ortholog_one2one	1
Dzip3	DZIP3	ortholog_one2one	1
Rexo2	REXO2	ortholog_one2one	1
Arhgap40	ARHGAP40	ortholog_one2one	1
Tmem79	TMEM79	ortholog_one2one	1
Hcar2	HCAR3	ortholog_one2many	1
Hcar2	HCAR2	ortholog_one2many	1
Dipk1a	DIPK1A	ortholog_one2one	1
Lsamp	LSAMP	ortholog_one2one	1
Susd6	SUSD6	ortholog_one2one	1
Hps4	HPS4	ortholog_one2one	1
Hcrtr2	HCRTR2	ortholog_one2one	1
Fbxw8	FBXW8	ortholog_one2one	1
Tbc1d9	TBC1D9	ortholog_one2one	1
Proca1	PROCA1	ortholog_one2one	0
Mzt1	MZT1	ortholog_one2one	1
Matn4	MATN4	ortholog_one2one	1
Lrrc63	LRRC63	ortholog_one2one	0
Cfap52	CFAP52	ortholog_one2one	1
Gnat3	GNAT3	ortholog_one2one	1
Trip13	TRIP13	ortholog_one2one	1
Hrk	HRK	ortholog_one2one	1
Efna5	EFNA5	ortholog_one2one	1
Phkg1	PHKG1	ortholog_one2one	1
Slc29a1	SLC29A1	ortholog_one2one	1
H2-Ke6	HSD17B8	ortholog_one2one	1
Atp13a3	ATP13A3	ortholog_one2one	1
Procr	PROCR	ortholog_one2one	1
Fam83b	FAM83B	ortholog_one2one	1
Usp43	USP43	ortholog_one2one	1
Zbed5	ZBED9	ortholog_one2one	0
Pbk	PBK	ortholog_one2one	1
Rbm7	AP002373.1	ortholog_one2many	0
Rbm7	RBM7	ortholog_one2many	1
Pcdh15	PCDH15	ortholog_one2one	1
Chchd2	CHCHD2	ortholog_one2one	1
Dot1l	DOT1L	ortholog_one2one	1
Ghrh	GHRH	ortholog_one2one	1
Pigp	PIGP	ortholog_one2one	1
Fbxl17	FBXL17	ortholog_one2one	1
Aif1	AIF1	ortholog_one2one	1
Hspb11	HSPB11	ortholog_one2one	1
Rbpjl	RBPJL	ortholog_one2one	1
Ube2i	UBE2I	ortholog_one2one	1
Manbal	MANBAL	ortholog_one2one	1
Slc39a7	SLC39A7	ortholog_one2one	1
Dazap2	DAZAP2	ortholog_one2one	1
Rnf169	RNF169	ortholog_one2one	1
Bora	BORA	ortholog_one2one	1
Mmp24	MMP24	ortholog_one2one	1
Tinag	TINAG	ortholog_one2one	1
Tmem8	TMEM8A	ortholog_one2one	1
Slc26a8	SLC26A8	ortholog_one2one	1
Smad2	SMAD2	ortholog_one2one	1
Dusp11	DUSP11	ortholog_one2one	0
Gm5617	C11orf71	ortholog_one2one	1
Atp6v1b2	ATP6V1B2	ortholog_one2one	1
Ttc3	TTC3	ortholog_one2one	1
Celf6	AC009690.3	ortholog_one2many	1
Celf6	CELF6	ortholog_one2many	1
Sipa1l2	SIPA1L2	ortholog_one2one	1
Nalcn	NALCN	ortholog_one2one	1
Acad10	ACAD10	ortholog_one2many	1
Prelp	PRELP	ortholog_one2one	1
Fer	FER	ortholog_one2one	1
Optc	OPTC	ortholog_one2one	1
Shc3	SHC3	ortholog_one2one	1
Smg5	SMG5	ortholog_one2one	1
Nr4a1	NR4A1	ortholog_one2one	1
Rfc4	RFC4	ortholog_one2one	1
Uhrf1bp1l	UHRF1BP1L	ortholog_one2one	1
Prag1	PRAG1	ortholog_one2one	1
Gnai1	GNAI1	ortholog_one2one	1
Arsk	ARSK	ortholog_one2one	1
Dscaml1	DSCAML1	ortholog_one2one	1
Eif4a2	EIF4A2	ortholog_one2one	1
Hcar1	HCAR1	ortholog_one2one	1
Ganc	AC012651.1	ortholog_one2many	0
Ganc	GANC	ortholog_one2many	1
Arid3b	ARID3B	ortholog_one2one	1
Denr	DENR	ortholog_one2one	1
Mfap5	MFAP5	ortholog_one2one	1
Nnmt	NNMT	ortholog_one2one	1
Cpt1b	CPT1B	ortholog_one2one	1
Fbxl8	FBXL8	ortholog_one2many	1
Fbxl8	AC074143.1	ortholog_one2many	0
Figla	FIGLA	ortholog_one2one	1
Zbtb16	ZBTB16	ortholog_one2one	1
Mrpl28	MRPL28	ortholog_one2one	1
Ccdc62	CCDC62	ortholog_one2one	1
Chkb	CHKB	ortholog_one2one	1
Lst1	LST1	ortholog_one2one	0
Slk	SLK	ortholog_one2one	1
Rnft2	RNFT2	ortholog_one2one	1
Ltb	LTB	ortholog_one2one	1
Htr3a	HTR3A	ortholog_one2one	1
Hmg20a	HMG20A	ortholog_one2one	1
Tctex1d2	TCTEX1D2	ortholog_one2many	1
Tctex1d2	AC069257.3	ortholog_one2many	1
Tnf	TNF	ortholog_one2one	1
Map10	MAP10	ortholog_one2one	0
Rbm6	RBM6	ortholog_one2one	1
Oas1f	OAS1	ortholog_one2many	0
Slc32a1	SLC32A1	ortholog_one2one	1
Pja2	PJA2	ortholog_one2one	1
Lta	LTA	ortholog_one2one	1
Cyp21a1	CYP21A2	ortholog_one2one	1
Nupr1l	NUPR2	ortholog_one2one	1
Ntn3	NTN3	ortholog_one2one	1
Aqp6	AQP6	ortholog_one2one	1
Fto	FTO	ortholog_one2one	1
Lonrf1	LONRF1	ortholog_one2one	1
Rbm38	RBM38	ortholog_one2one	1
Plin1	PLIN1	ortholog_one2one	1
Ccdc27	CCDC27	ortholog_one2one	0
Tfg	TFG	ortholog_one2one	1
Tbc1d24	AC093525.2	ortholog_one2many	1
Tbc1d24	TBC1D24	ortholog_one2many	1
Tmem87a	TMEM87A	ortholog_one2one	1
Slc18a1	SLC18A1	ortholog_one2one	1
Zfp385a	ZNF385A	ortholog_one2one	1
Cks2	CKS2	ortholog_one2one	1
Taf4b	TAF4B	ortholog_one2one	1
Mylk3	MYLK3	ortholog_one2one	1
Spryd3	SPRYD3	ortholog_one2one	1
Man2a1	MAN2A1	ortholog_one2one	1
Slc9a3r1	SLC9A3R1	ortholog_one2one	1
Oas1h	OAS1	ortholog_one2many	0
Msh3	MSH3	ortholog_one2one	1
Ntpcr	NTPCR	ortholog_one2one	1
Atp6v1g2	ATP6V1G2	ortholog_one2one	1
Nfkbil1	NFKBIL1	ortholog_one2one	1
Tns2	TNS2	ortholog_one2one	1
Gap43	GAP43	ortholog_one2one	1
Tspan8	TSPAN8	ortholog_one2one	1
Vkorc1l1	VKORC1L1	ortholog_one2one	1
Ctcfl	CTCFL	ortholog_one2one	1
Rpgrip1	RPGRIP1	ortholog_one2one	1
Cip2a	CIP2A	ortholog_one2one	1
Mlip	MLIP	ortholog_one2one	0
Rxrb	RXRB	ortholog_one2one	1
Mon1a	MON1A	ortholog_one2one	1
Oas1g	OAS1	ortholog_one2many	0
Adgrg7	ADGRG7	ortholog_one2one	1
Dio1	DIO1	ortholog_one2one	1
Dhfr	DHFR2	ortholog_one2many	0
Dhfr	DHFR	ortholog_one2many	1
Krt5	KRT5	ortholog_one2many	1
2510009E07Rik	C3orf70	ortholog_one2one	1
Mst1r	MST1R	ortholog_one2one	1
Ddx39b	DDX39B	ortholog_one2one	1
Gm5114	C2orf78	ortholog_one2many	0
Actr5	ACTR5	ortholog_one2one	1
Hdx	HDX	ortholog_one2one	1
Lcp1	LCP1	ortholog_one2one	1
Mvk	MVK	ortholog_one2one	1
Hsf4	HSF4	ortholog_one2one	1
Pcnx2	PCNX2	ortholog_one2one	1
Fam160b2	FAM160B2	ortholog_one2one	1
C87414	PRAMEF2	ortholog_many2many	0
C87414	PRAMEF5	ortholog_many2many	0
C87414	PRAMEF7	ortholog_many2many	0
C87414	PRAMEF26	ortholog_many2many	0
C87414	PRAMEF17	ortholog_many2many	0
C87414	PRAMEF20	ortholog_many2many	0
C87414	PRAMEF6	ortholog_many2many	0
C87414	PRAMEF12	ortholog_many2many	0
C87414	PRAMEF4	ortholog_many2many	0
C87414	PRAMEF1	ortholog_many2many	0
C87414	PRAMEF14	ortholog_many2many	0
C87414	PRAMEF10	ortholog_many2many	0
C87414	PRAMEF15	ortholog_many2many	0
C87414	PRAMEF18	ortholog_many2many	0
C87414	PRAMEF25	ortholog_many2many	0
C87414	PRAMEF13	ortholog_many2many	0
C87414	PRAMEF11	ortholog_many2many	0
C87414	PRAMEF27	ortholog_many2many	0
C87414	PRAMEF33	ortholog_many2many	0
C87414	PRAMEF8	ortholog_many2many	0
C87414	PRAMEF19	ortholog_many2many	0
C87414	PRAMEF9	ortholog_many2many	0
Tshb	TSHB	ortholog_one2one	1
Vps33a	AC048338.1	ortholog_one2many	1
Vps33a	VPS33A	ortholog_one2many	1
Sbf2	SBF2	ortholog_one2one	1
Asphd2	ASPHD2	ortholog_one2one	1
Tspan2	TSPAN2	ortholog_one2one	1
Epb41	EPB41	ortholog_one2one	1
Tedc2	TEDC2	ortholog_one2one	1
Gypc	GYPC	ortholog_one2one	0
Tmem45a	TMEM45A	ortholog_one2many	1
Paqr6	PAQR6	ortholog_one2one	0
Gmds	GMDS	ortholog_one2one	1
Tpsab1	TPSAB1	ortholog_many2many	1
Tpsab1	TPSB2	ortholog_many2many	0
Grpr	GRPR	ortholog_one2one	1
Lnp1	LNP1	ortholog_one2one	1
Tpsb2	TPSAB1	ortholog_many2many	1
Tpsb2	TPSB2	ortholog_many2many	1
Gusb	GUSB	ortholog_one2one	1
Golga1	GOLGA1	ortholog_one2one	1
Bik	BIK	ortholog_one2one	0
Ehhadh	EHHADH	ortholog_one2one	1
Tmem232	TMEM232	ortholog_one2one	1
Rspry1	RSPRY1	ortholog_one2one	1
Supt16	SUPT16H	ortholog_one2one	1
Thrb	THRB	ortholog_one2one	1
March2	MARCH2	ortholog_one2one	1
4921524J17Rik	C16orf87	ortholog_one2one	1
Axin1	AXIN1	ortholog_one2one	1
Dis3	DIS3	ortholog_one2one	1
Dlgap5	DLGAP5	ortholog_one2one	1
Tmem45a2	TMEM45A	ortholog_one2many	0
Brd9	BRD9	ortholog_one2one	1
Trmt9b	TRMT9B	ortholog_one2one	1
Itgbl1	ITGBL1	ortholog_one2one	1
Atg101	ATG101	ortholog_one2one	1
Pibf1	PIBF1	ortholog_one2one	1
1700016D06Rik	SPACA7	ortholog_one2many	0
Hnrnpm	HNRNPM	ortholog_one2one	1
Map3k21	MAP3K21	ortholog_one2one	1
Smim41	SMIM41	ortholog_one2one	0
Ntm	NTM	ortholog_one2one	1
2410131K14Rik	C12orf49	ortholog_one2one	1
Kcnk1	KCNK1	ortholog_one2one	1
