Gene name	Chicken gene name	Chicken homology type	Chicken orthology confidence [0 low, 1 high]
Folr2	FOLR1	ortholog_one2many	1
Klrc3		ortholog_many2many	0
Klrc3	CLC2DL3	ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3	Y-LEC1	ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Klrc3		ortholog_many2many	0
Atp6v1d	ATP6V1D	ortholog_one2one	1
Cfap73		ortholog_one2one	0
Lgals1	CG-1B	ortholog_one2one	1
Impact	IMPACT	ortholog_one2one	1
Mpdz	MPDZ	ortholog_one2one	1
Tnfsf11	TNFSF11	ortholog_one2one	1
Gm2075	EIF1AX	ortholog_one2many	1
Bysl	BYSL	ortholog_one2one	1
Gm6803	EIF1AX	ortholog_one2many	1
Phf11a	PHF11	ortholog_one2many	1
Gm2056	EIF1AX	ortholog_one2many	1
Inppl1	INPPL1	ortholog_one2one	1
Dusp28	DUSP28	ortholog_one2one	1
Herpud1	HERPUD1	ortholog_one2one	1
Rnf32	RNF32	ortholog_one2one	1
Pcsk9	PCSK9	ortholog_one2one	1
Gm3839	GAPDH	ortholog_one2many	1
Tbc1d20	TBC1D20	ortholog_one2one	1
Rcan2	RCAN2	ortholog_one2one	1
Mn1	MN1	ortholog_one2one	1
Wnt1	WNT1	ortholog_one2one	1
Utp18	UTP18	ortholog_one2one	1
Cenps	CENPS	ortholog_one2one	1
Eloa	TCEB3	ortholog_one2one	1
Ncbp2	NCBP2	ortholog_one2one	1
Synm	SYNM	ortholog_one2one	1
Rho	RHO	ortholog_one2one	1
Gm16368	EIF1AX	ortholog_one2many	1
Rmi1	RMI1	ortholog_one2one	1
Dcaf1	DCAF1	ortholog_one2one	1
Stum	C3H1orf95	ortholog_one2one	1
Ephx2	EPHX2	ortholog_one2one	1
Senp5	SENP5	ortholog_one2one	1
Rnpepl1	RNPEPL1	ortholog_one2one	1
Prkar1b	PRKAR1B	ortholog_one2one	1
BC016579		ortholog_one2one	1
Phf11b	PHF11	ortholog_one2many	1
Iws1	IWS1	ortholog_one2one	1
Dnaja4	DNAJA4	ortholog_one2one	1
Klrc2		ortholog_many2many	0
Klrc2	CLC2DL3	ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2	Y-LEC1	ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Klrc2		ortholog_many2many	0
Smdt1	SMDT1	ortholog_one2one	1
Eif2b1	EIF2B1	ortholog_one2one	1
Rps23	RPS23	ortholog_one2one	1
Gsdmc3	GSDMA	ortholog_one2many	0
Hic1	HIC1	ortholog_one2one	1
Atg10	ATG10	ortholog_one2one	1
Pheta2	PHETA2	ortholog_one2one	1
Hnrnpk		ortholog_one2many	1
Hnrnpk	HNRNPKL	ortholog_one2many	0
Il19	IL19	ortholog_one2one	1
Ctps2	CTPS2	ortholog_one2one	1
Stk39	STK39	ortholog_one2one	1
Taf1c	TAF1C	ortholog_one2one	1
Clec2i	BLEC3	ortholog_many2many	0
Clec2i	BLEC1	ortholog_many2many	0
Cwc25	CWC25	ortholog_one2one	1
Prkag1	PRKAG1	ortholog_one2one	1
Gsdmc2	GSDMA	ortholog_one2many	0
Cars	CARS	ortholog_one2one	1
Gnb5	GNB5	ortholog_one2one	1
Il10	IL10	ortholog_one2one	1
Dffb	DFFB	ortholog_one2one	1
AI413582		ortholog_one2one	1
Gprc5c	GPRC5C	ortholog_one2one	1
Klrc1		ortholog_many2many	0
Klrc1	CLC2DL3	ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1	Y-LEC1	ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Klrc1		ortholog_many2many	0
Dnaaf5		ortholog_one2one	0
Manf	MANF	ortholog_one2one	1
Alx3	ALX3	ortholog_one2one	1
Tbp	TBP	ortholog_one2one	1
Tmem61	TMEM61	ortholog_one2one	0
Dnaaf1	DNAAF1	ortholog_one2one	1
Bsnd		ortholog_one2one	0
Pla2g4f	PLA2G4F	ortholog_one2one	1
Pfdn4	PFDN4	ortholog_one2one	1
Hs2st1	HS2ST1	ortholog_one2one	1
Arhgap12	ARHGAP12	ortholog_one2one	1
Grik1	GRIK1	ortholog_one2one	1
Kcnh4	KCNH4	ortholog_one2one	1
Rbm15b	RBM15B	ortholog_one2one	1
Hoxc4	HOXC4	ortholog_one2one	1
Nckap5l		ortholog_one2many	0
Nckap5l		ortholog_one2many	0
Tulp1	TULP1	ortholog_one2one	1
Polr1b	POLR1B	ortholog_one2one	1
Sema6c	SEMA6C	ortholog_one2one	1
Cenpk	CENPK	ortholog_one2one	1
Mapkapk3	MAPKAPK3	ortholog_one2one	1
Grap2	GRAP2	ortholog_one2one	1
Scamp1	SCAMP1	ortholog_one2one	1
Itga1	ITGA1	ortholog_one2one	1
Cntnap3		ortholog_one2one	0
Pfas		ortholog_one2one	0
Pradc1	PRADC1	ortholog_one2one	1
Trim29	TRIM29	ortholog_one2one	1
Mapkapk2	MAPKAPK2	ortholog_one2one	1
Herpud2	HERPUD2	ortholog_one2one	1
Klri1		ortholog_many2many	0
Klri1	CLC2DL3	ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1	Y-LEC1	ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Klri1		ortholog_many2many	0
Sfswap	SFSWAP	ortholog_one2one	1
Stat2	STAT2	ortholog_one2one	1
Usp49	USP49	ortholog_one2one	1
Neb		ortholog_one2many	1
Neb		ortholog_one2many	0
Neb		ortholog_one2many	0
Neb		ortholog_one2many	0
Ppwd1	PPWD1	ortholog_one2one	1
Snrpf	SNRPF	ortholog_one2one	1
Cish	CISH	ortholog_one2one	1
Cct7	CCT7	ortholog_one2one	1
Edem3	EDEM3	ortholog_one2one	1
Tmprss2	TMPRSS2	ortholog_one2one	1
Sh3rf1	SH3RF1	ortholog_one2one	1
Bpi		ortholog_one2many	1
Tmprss7	TMPRSS7	ortholog_one2one	1
Hemk1	HEMK1	ortholog_one2one	1
Naxd	NAXD	ortholog_one2one	1
Ggt7	GGT7	ortholog_one2one	1
Lrrc43	LRRC43	ortholog_one2one	1
Akap11	AKAP11	ortholog_one2one	1
Frs3	FRS3	ortholog_one2one	1
Dazap1	DAZAP1	ortholog_one2one	1
Chd9	CHD9	ortholog_one2one	1
Dapk1	DAPK1	ortholog_one2one	1
Nfkb2	NFKB2	ortholog_one2one	1
Ksr2	KSR2	ortholog_one2one	1
6430571L13Rik	C3orf18	ortholog_one2one	1
Mapk6	MAPK4	ortholog_one2one	1
Tnfrsf18		ortholog_many2many	0
Tnfrsf18	TNFRSF18	ortholog_many2many	0
Tomm6	TOMM6	ortholog_one2one	1
Enpp4	ENPP4	ortholog_one2one	1
Spsb3	SPSB3	ortholog_one2one	1
Ambra1	AMBRA1	ortholog_one2one	1
Gtf2h3	GTF2H3	ortholog_one2one	1
Gss	GSS	ortholog_one2one	1
Jag1	JAG1	ortholog_one2one	1
Impg2	IMPG2	ortholog_one2one	1
Gpatch4	GPATCH4	ortholog_one2one	0
Clic5	CLIC5	ortholog_one2one	1
Med20	MED20	ortholog_one2many	1
Bap1	BAP1	ortholog_one2one	1
Gm42421	PMS2	ortholog_one2many	0
Gm20517	MED20	ortholog_one2many	1
Cldn8	CLDN8	ortholog_one2one	1
Pms2	PMS2	ortholog_one2many	1
Cacna2d2	CACNA2D2	ortholog_one2one	1
Cplx3	CPLX3	ortholog_one2one	1
Klri2		ortholog_many2many	0
Klri2	CLC2DL3	ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2	Y-LEC1	ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Klri2		ortholog_many2many	0
Chchd5	CHCHD5	ortholog_one2one	1
Myom2	MYOM2	ortholog_one2one	1
Tagln3	TAGLN3	ortholog_one2one	1
Kcnb1	KCNB1	ortholog_one2one	1
Ubqln1	UBQLN1	ortholog_one2one	1
Adpgk	ADPGK	ortholog_one2one	1
Cars2	CARS2	ortholog_one2one	1
Rpl11	RPL11	ortholog_one2one	1
Col1a1	COL1A1	ortholog_one2one	1
Tfeb	TFEB	ortholog_one2one	1
Nme3	NME3	ortholog_one2one	1
Stxbp5l	STXBP5L	ortholog_one2one	1
Glp1r	GLP1R	ortholog_one2one	1
Acss2	ACSS2	ortholog_one2one	1
Runx2	RUNX2	ortholog_one2one	1
Bcdin3d	BCDIN3D	ortholog_one2one	1
Uri1	URI1	ortholog_one2one	1
Bbs4	BBS4	ortholog_one2one	1
Mrps34	MRPS34	ortholog_one2one	1
Cnot1	CNOT1	ortholog_one2one	1
Smug1	SMUG1	ortholog_one2one	1
Eme2	EME2	ortholog_one2one	1
Dok5	DOK5	ortholog_one2one	1
Mmp17		ortholog_one2one	0
Abhd10	ABHD10	ortholog_one2one	1
Eif2s1	EIF2S1	ortholog_one2one	1
Pacsin2	PACSIN2	ortholog_one2one	1
Slc20a1	SLC20A1	ortholog_one2one	1
Isl1	ISL1	ortholog_one2one	1
Extl3	EXTL3	ortholog_one2one	1
Sept14	SEPT2L	ortholog_many2many	0
Swap70	SWAP70	ortholog_one2one	1
Sec22a	SEC22A	ortholog_one2one	1
Capn10	CAPN10	ortholog_one2one	1
Shisa6	SHISA6	ortholog_one2one	1
Hadh	HADH	ortholog_one2one	1
Dnah9		ortholog_one2many	0
Dnah9		ortholog_one2many	0
Naxe	NAXE	ortholog_one2one	1
Mrps17	MRPS17	ortholog_one2one	1
Glo1	GLO1	ortholog_one2one	1
Zfc3h1	ZFC3H1	ortholog_one2one	1
Fcsk		ortholog_one2one	0
Kctd5		ortholog_one2one	0
Enpp7	ENPP7	ortholog_one2one	1
Glyr1	GLYR1	ortholog_one2one	1
Brwd3	BRWD3	ortholog_one2one	1
Gm156		ortholog_many2many	0
Gm156	CLC2DL3	ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156	Y-LEC1	ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Gm156		ortholog_many2many	0
Parp1	PARP1	ortholog_one2one	1
Supt3	SUPT3H	ortholog_one2one	1
Cbr4	CBR4	ortholog_one2one	1
Rsph10b		ortholog_one2one	0
Phf11d	PHF11	ortholog_one2many	1
Atp6v0a2	ATP6V0A2	ortholog_one2one	1
Rfx4	RFX4	ortholog_one2one	1
Chl1	CHL1	ortholog_one2one	1
Cbln4	CBLN3	ortholog_one2one	1
Hsd17b12	HSD17B12	ortholog_one2one	1
Tmem181a	TMEM181	ortholog_one2one	1
Nipsnap2	NIPSNAP2	ortholog_one2one	1
Leo1	LEO1	ortholog_one2one	1
Rasal1	RASAL1	ortholog_one2one	1
Zbtb8os	ZBTB8OS	ortholog_one2one	0
Magt1	MAGT1	ortholog_one2one	1
Nectin1	NECTIN1	ortholog_one2one	1
Ripk4	RIPK4	ortholog_one2one	1
Pabpc1l	PABPC1L	ortholog_one2one	1
Tpm4	TPM4	ortholog_one2one	1
Dynlt1a	DYNLT1	ortholog_one2many	1
Phf11c	PHF11	ortholog_one2many	1
BC052040	C5H15orf41	ortholog_one2one	1
Lbp		ortholog_one2many	1
Hmgcr	HMGCR	ortholog_one2one	1
Mplkip	MPLKIP	ortholog_one2many	1
Cbx2	CBX2	ortholog_one2one	1
Dpagt1	DPAGT1	ortholog_one2one	1
Zbtb8a	ZBTB8A	ortholog_one2one	1
Sugct	SUGCT	ortholog_one2one	1
Tctn2	TCTN2	ortholog_one2one	1
Mrpl37	MRPL37	ortholog_one2one	1
Hsf2bp	HSF2BP	ortholog_one2one	1
Spin1	SPIN1Z	ortholog_many2many	1
Spin1	SPIN1W	ortholog_many2many	0
Irx2	IRX2	ortholog_one2one	1
Fubp1	FUBP1	ortholog_one2one	1
Ap3b1	AP3B1	ortholog_one2one	1
Hcrt	HCRT	ortholog_one2one	1
Strip1	STRIP1	ortholog_one2one	1
Tmod3	TMOD3	ortholog_one2one	1
Rrp1b	RRP1B	ortholog_one2one	1
Nxnl2	NXNL2	ortholog_one2one	1
Cd300c	CD300LG	ortholog_many2many	0
Cd300c		ortholog_many2many	0
Dhcr24	DHCR24	ortholog_one2one	1
Chrna2	CHRNA2	ortholog_one2one	1
Zfp521	ZNF521	ortholog_one2one	1
Chaf1b	CHAF1B	ortholog_one2one	1
Nos1ap		ortholog_one2one	1
Nfix	NFIX	ortholog_one2one	1
Syce3	SYCE3	ortholog_one2one	1
Ell2	ELL2	ortholog_one2one	1
Smarca5	SMARCA5	ortholog_one2one	1
Nek6	NEK6	ortholog_one2one	1
Smg1	SMG1	ortholog_one2one	1
Mc3r	MC3R	ortholog_one2one	1
Prdm15	PRDM15	ortholog_one2one	1
Mdfi	MDFI	ortholog_one2one	1
Dyrk3	DYRK3	ortholog_one2one	1
Plek2	PLEK2	ortholog_one2one	1
Ppil1	PPIL1	ortholog_one2one	1
Gsdmd	GSDMA	ortholog_one2many	0
Lysmd3	LYSMD3	ortholog_one2one	1
Map3k12	MAP3K12	ortholog_one2one	1
Raver1		ortholog_one2many	1
Klra17		ortholog_many2many	0
Klra17	CLC2DL3	ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17	Y-LEC1	ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Klra17		ortholog_many2many	0
Pskh1	PSKH1	ortholog_one2one	1
Zmat1		ortholog_one2one	0
Tmx3	TMX3	ortholog_one2one	1
Ghdc	GHDC	ortholog_one2one	1
Git1	GIT1	ortholog_one2one	1
Marveld2	MARVELD2	ortholog_one2one	1
Slc7a9	SLC7A9	ortholog_one2one	1
Prelid3b	PRELID3B	ortholog_one2one	1
Bmp1		ortholog_one2one	0
Rpl23	RPL23	ortholog_one2one	1
Fam210b	FAM210B	ortholog_one2one	1
Setdb2	SETDB2	ortholog_one2one	1
Dner	DNER	ortholog_one2one	1
Foxn4	FOXN4	ortholog_one2one	1
Aurka	AURKA	ortholog_one2one	1
Cbx5	CBX5	ortholog_one2one	1
Ccz1	CCZ1	ortholog_one2one	1
Ctrl	CTRL	ortholog_one2one	1
Tyk2	TYK2	ortholog_one2one	1
Picalm	PICALM	ortholog_one2one	1
Kdm4a		ortholog_one2one	1
H2afx		ortholog_one2one	0
Psmb7	PSMB7	ortholog_one2one	1
Lrrc18	LRRC18	ortholog_one2one	1
Cldn14	CLDN14	ortholog_one2one	1
Ocm		ortholog_many2many	1
Cstf1	CSTF1	ortholog_one2one	1
C3	C3	ortholog_one2one	1
Hmbs	HMBS	ortholog_one2one	1
Sim2	SIM2	ortholog_one2one	1
Ncoa5	NCOA5	ortholog_one2one	1
Cep104	CEP104	ortholog_one2one	1
St3gal2	ST3GAL2	ortholog_one2one	1
Pak2	PAK2	ortholog_one2one	1
Plcxd2	PLCXD2	ortholog_one2one	1
Clcn7	CLCN7	ortholog_one2one	1
Dph1	DPH1	ortholog_one2one	1
Slc12a4	SLC12A4	ortholog_one2one	1
Scrt1	SCRT1	ortholog_one2one	1
Pcgf6	PCGF6	ortholog_one2one	1
Wdfy4		ortholog_one2many	0
Wdfy4		ortholog_one2many	0
Wdfy4		ortholog_one2many	1
Phldb2	PHLDB2	ortholog_one2one	1
Cdc45	CDC45	ortholog_one2one	1
Igf1r	IGF1R	ortholog_one2one	1
Ndfip2	NDFIP2	ortholog_one2one	1
Foxp4	FOXP4	ortholog_one2one	1
Dcaf5	DCAF5	ortholog_one2one	1
Ces3a		ortholog_many2many	0
Ces3a		ortholog_many2many	1
Ces3a		ortholog_many2many	0
Ces3a		ortholog_many2many	1
Ces3a		ortholog_many2many	1
Ttc24	TTC24	ortholog_one2one	0
Gm38431		ortholog_one2many	1
Acot12	ACOT12	ortholog_one2one	1
Fmnl3	FMNL3	ortholog_one2one	1
Rdm1	RDM1	ortholog_one2one	1
Arih1	ARIH1	ortholog_one2one	1
Rab8a	RAB8A	ortholog_one2one	1
Nlrc5	NLRC5	ortholog_one2one	1
Pgd	PGD	ortholog_one2one	1
Tapt1	TAPT1	ortholog_one2one	1
Casq2	CASQ2	ortholog_one2one	1
Riox1	C5H14ORF169	ortholog_one2one	1
Rad17	RAD17	ortholog_one2one	1
Ssbp2	SSBP2	ortholog_one2one	1
Klf3	KLF3	ortholog_one2one	1
S1pr3	S1PR3	ortholog_one2one	1
Cox7b	COX7B	ortholog_one2many	1
Itprid2	ITPRID2	ortholog_one2one	1
Fbxo41	FBXO41	ortholog_one2one	1
Cd300c2	CD300LG	ortholog_many2many	0
Cd300c2		ortholog_many2many	0
Ruvbl1	RUVBL1	ortholog_one2one	1
Tmem229b	TMEM229B	ortholog_one2one	1
Asb8	ASB8	ortholog_one2one	1
Zbtb21	ZBTB21	ortholog_one2one	1
Ufd1	UFD1L	ortholog_one2one	1
Polr3k	POLR3K	ortholog_one2one	1
Depdc1a	DEPDC1	ortholog_one2one	1
Zdhhc5	ZDHHC5	ortholog_one2one	1
C2cd2	C2CD2	ortholog_one2one	1
Psph	PSPH	ortholog_one2one	1
Carmil1	CARMIL1	ortholog_one2one	1
Csk	CSK	ortholog_one2one	1
Ckap2l	CKAP2L	ortholog_one2one	0
Eps15	EPS15	ortholog_one2one	1
Lin9	LIN9	ortholog_one2one	1
Clybl	CLYBL	ortholog_one2one	1
Lcat	LCAT	ortholog_one2one	1
Taf5	TAF5	ortholog_one2one	1
Cyfip1	CYFIP1	ortholog_one2one	1
Stc1	STC1	ortholog_one2one	1
Olfr465-ps1		ortholog_many2many	0
Olfr465-ps1		ortholog_many2many	0
Zfp831	ZNF831	ortholog_one2one	1
Ubn1	UBN1	ortholog_one2one	1
Uts2r		ortholog_one2one	1
Egr4	EGR4	ortholog_one2one	1
Edn3	EDN3	ortholog_one2one	1
Dgkh	DGKH	ortholog_one2one	1
Zic5	ZIC5	ortholog_one2one	1
Gab1	GAB1	ortholog_one2one	1
Vdr	VDR	ortholog_one2one	1
Gmppa	GMPPA	ortholog_one2one	1
Selenof	SELENOF	ortholog_one2one	1
Kcnq2	KCNQ2	ortholog_one2one	1
Tfcp2	TFCP2	ortholog_one2one	1
Nts	NTS	ortholog_one2one	1
Cryba4	CRYBA4	ortholog_one2one	1
Cdadc1	CDADC1	ortholog_one2one	1
Gm28635	CTNND1	ortholog_one2many	1
Fkbp5	FKBP5	ortholog_one2one	1
Tmx2		ortholog_one2one	1
Klhl28	KLHL28	ortholog_one2one	1
Eif4b	EIF4B	ortholog_one2one	1
Stk4	STK4	ortholog_one2one	1
Hexa	HEXA	ortholog_one2one	1
Rassf9	RASSF9	ortholog_one2one	1
Actr6	ACTR6	ortholog_one2one	1
Lasp1	LASP1	ortholog_one2one	1
Cybc1	CYBC1	ortholog_one2one	1
Cab39l	CAB39L	ortholog_one2one	1
Btaf1	BTAF1	ortholog_one2one	1
Camk2g	CAMK2G	ortholog_one2one	1
Gcnt7	GCNT7	ortholog_one2one	1
Kctd10	KCTD10	ortholog_one2one	1
Pgbd5	PGBD5	ortholog_one2one	1
Rtf2	RTFDC1	ortholog_one2one	1
Proc	PROC	ortholog_one2one	1
Tmod2	TMOD2	ortholog_one2one	1
Abi3bp		ortholog_one2many	0
Abi3bp		ortholog_one2many	1
Samhd1	SAMHD1	ortholog_one2one	1
Zic2	ZIC2	ortholog_one2one	1
Mblac2	MBLAC2	ortholog_one2one	1
Ccne1	CCNE1	ortholog_one2one	1
Tmem266	TMEM266	ortholog_one2one	1
Parp8	PARP8	ortholog_one2one	1
Il10ra	IL10RA	ortholog_one2one	0
Cass4	CASS4	ortholog_one2one	1
Ndufa6	NDUFA6	ortholog_one2one	1
Neu3	NEU3	ortholog_one2one	1
Lgals3	LGALS3	ortholog_one2one	1
Myo1h	MYO1H	ortholog_one2one	1
Rpl23a	RPL23A	ortholog_one2one	1
Adgrl3	ADGRL3	ortholog_one2one	1
Dus2	DUS2	ortholog_one2one	1
Smarcad1	SMARCAD1	ortholog_one2one	1
Timmdc1	TIMMDC1	ortholog_one2one	1
Tlcd1	TLCD1	ortholog_one2one	1
Ing1	ING1	ortholog_one2one	1
Olfml2b	OLFML2B	ortholog_one2one	1
Esd	ESD	ortholog_one2one	1
Gm8332	EIF1AX	ortholog_one2many	1
Dtx1	DTX1	ortholog_one2one	1
Gpr35		ortholog_one2many	0
Gpr35		ortholog_one2many	0
Hexdc	HEXD	ortholog_one2one	1
Dpep2	DPEP2	ortholog_one2many	1
Dhps		ortholog_one2one	0
Tapbp	TAPBP	ortholog_one2one	0
Cyb5rl		ortholog_one2one	1
Cdk13		ortholog_one2one	0
Pofut2	POFUT2	ortholog_one2one	1
Ss18	SS18	ortholog_one2one	1
Exoc2	EXOC2	ortholog_one2one	1
Phldb1	PHLDB1	ortholog_one2one	1
Hgf	HGF	ortholog_one2one	1
Ddx28	DDX28	ortholog_one2one	1
Gm5662	EIF1AX	ortholog_one2many	1
Dpep2	DPEP2	ortholog_one2many	1
A930017K11Rik	PRR35	ortholog_one2one	1
Otp	OTP	ortholog_one2one	1
Capn15	CAPN15	ortholog_one2one	1
Ces3b		ortholog_many2many	0
Ces3b		ortholog_many2many	1
Ces3b		ortholog_many2many	0
Ces3b		ortholog_many2many	1
Ces3b		ortholog_many2many	1
Ogfod3	OGFOD3	ortholog_one2one	1
Etfa	ETFA	ortholog_one2one	1
Hlcs	HLCS	ortholog_one2one	1
Iqgap3	IQGAP3	ortholog_one2one	1
Rpe65	RPE65	ortholog_one2one	1
Mfap3	MFAP3	ortholog_one2one	1
Ccn4	WISP1	ortholog_one2one	1
Unkl		ortholog_one2one	1
Zcchc8	ZCCHC8	ortholog_one2one	1
Aqp12	AQP12A	ortholog_one2one	1
Cadm1	CADM1	ortholog_one2one	1
Cib3	CIB3	ortholog_one2one	1
Spcs2	SPCS2	ortholog_one2one	1
Gm5039	EIF1AX	ortholog_one2many	1
Abraxas1	FAM175A	ortholog_one2one	1
Cers6	CERS6	ortholog_one2one	1
Usp38	USP38	ortholog_one2one	1
Atf6	ATF6	ortholog_one2one	1
B4galt5	B4GALT5	ortholog_one2one	1
Fbrsl1	FBRSL1	ortholog_one2one	1
Rab11fip3	RAB11FIP3	ortholog_one2one	1
Galnt10	GALNT10	ortholog_one2one	1
9830107B12Rik	TREM-B1	ortholog_many2many	0
9830107B12Rik	TREM-B2	ortholog_many2many	0
Faim2	FAIM2	ortholog_one2one	1
Fbxo47	FBXO47	ortholog_one2one	1
Gfi1	GFI1	ortholog_one2one	1
Herc1	HERC1	ortholog_one2one	1
Pigx	PIGX	ortholog_one2one	1
Cdc42se1	CDC42SE1	ortholog_one2one	1
Calhm2	CALHM2	ortholog_one2one	1
Nsd2		ortholog_one2many	1
Nsd2		ortholog_one2many	0
Cog2	COG2	ortholog_one2one	1
Tmprss13	TMPRSS13	ortholog_one2one	1
Dusp12	DUSP12	ortholog_one2one	1
Tnfrsf22		ortholog_one2many	0
Pdcd11	PDCD11	ortholog_one2one	1
Sun1	SUN1	ortholog_one2one	1
Pdpk1	PDPK1	ortholog_one2one	1
Gabpb2	GABPB2	ortholog_one2one	1
Poglut1	POGLUT1	ortholog_one2one	1
Sap18b	SAP18	ortholog_one2many	1
Hus1b		ortholog_one2many	1
Acvrl1	ACVRL1	ortholog_one2one	1
Fzd3	FZD3	ortholog_one2one	1
Alx1	ALX1	ortholog_one2one	1
Acbd3	ACBD3	ortholog_one2one	1
Tnfrsf26		ortholog_one2many	0
Agt	AGT	ortholog_one2one	1
Mllt11	MLLT11	ortholog_one2one	1
BC051665	CTSV	ortholog_one2many	1
Tshz1	TSHZ1	ortholog_one2one	1
Syt17	SYT17	ortholog_one2one	1
Isl2	ISL2	ortholog_one2one	1
Tnr	TNR	ortholog_one2one	1
Ptprg	PTPRG	ortholog_one2one	1
Crybb1	CRYBB1	ortholog_one2one	1
Zadh2	ZADH2	ortholog_one2one	1
Zc3h11a	ZC3H11B	ortholog_one2many	1
Tnfrsf23		ortholog_one2many	0
1600014C10Rik		ortholog_one2many	1
1600014C10Rik	C11H19orf12	ortholog_one2many	1
Fbxl22	FBXL22	ortholog_one2one	1
Wdr41	WDR41	ortholog_one2one	1
Ablim2	ABLIM2	ortholog_one2one	1
Rad23a	RAD23A	ortholog_one2one	1
Bhlha15	BHLHA15	ortholog_one2one	1
Lysmd2	LYSMD2	ortholog_one2one	1
Exd2	EXD2	ortholog_one2one	1
Gpat3		ortholog_one2many	1
Gpat3	GPAT3	ortholog_one2many	1
Capn9	CAPN9	ortholog_one2one	1
Slc12a7	SLC12A7	ortholog_one2one	1
Tecpr1	TECPR1	ortholog_one2one	1
Gm6377		ortholog_one2one	1
Sh3bgrl	SH3BGRL	ortholog_one2one	1
Pcca	PCCA	ortholog_one2one	1
Nipa2	NIPA2	ortholog_one2one	1
Cyp1a2	CYP1A2	ortholog_many2many	1
Cyp1a2	CYP1A1	ortholog_many2many	0
Cep19	CEP19	ortholog_one2one	1
Rbl2	RBL2	ortholog_one2one	1
Rhcg	RHCG	ortholog_one2one	1
Syt3		ortholog_one2one	0
Irx4	IRX4	ortholog_one2one	1
Galnt16	GALNT16	ortholog_one2one	1
Tfap2c	TFAP2C	ortholog_one2one	1
Cdc5l	CDC5L	ortholog_one2many	1
Ctsll3	CTSV	ortholog_one2many	1
Fbxo16	FBXO16	ortholog_one2one	1
Dhx8	DHX8	ortholog_one2one	1
Scg3	SCG3	ortholog_one2one	1
Opa1	OPA1	ortholog_one2one	1
H1foo	H1FOO	ortholog_one2one	0
Lrrc47	LRRC47	ortholog_one2one	1
Alms1		ortholog_one2many	0
Ggact	GGACT	ortholog_one2one	1
Galnt9	GALNT9	ortholog_one2one	1
Ap3d1		ortholog_one2many	0
Ap3d1		ortholog_one2many	1
2310022B05Rik	C1orf198	ortholog_one2one	1
Gm4737	AHCY	ortholog_one2many	1
Sftpc		ortholog_one2one	0
Rcc2	RCC2	ortholog_one2one	1
Tmtc4	TMTC4	ortholog_one2one	1
Fam32a	FAM32A	ortholog_one2one	1
